Incident Number,Date,Time,Address,Incident Type,Completed,Reviewed
0004289 - 000,8/26/19,14:40:43,1011 Wonder World Dr ,735 - Alarm system sounded due to malfunction,Yes,Yes
0004290 - 000,8/26/19,14:52:59,118 Ladybird Ln  # B3 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004291 - 000,8/26/19,15:04:33,1413 Harper Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004292 - 000,8/26/19,15:09:21,310 Vista St ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004293 - 000,8/26/19,15:18:49,930 N IH 35 ,611 - Dispatched & cancelled en route,Yes,Yes
0004294 - 000,8/26/19,15:22:52,1101 Meredith St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004295 - 000,8/26/19,15:34:53,905 Hwy 80 ,611 - Dispatched & cancelled en route,Yes,Yes
0004296 - 000,8/26/19,16:27:23,200 Springtown Way ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004297 - 000,8/26/19,18:37:52,1015 Hwy 80 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004298 - 000,8/26/19,19:59:07,1106 N IH 35 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004299 - 000,8/26/19,22:09:39,701 Moore St  # RM539 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004300 - 000,8/26/19,22:34:31,851 Sagewood Trl ,611 - Dispatched & cancelled en route,Yes,Yes
0004301 - 000,8/26/19,23:01:46,321 Silo St ,611 - Dispatched & cancelled en route,Yes,Yes
0004303 - 000,8/27/19,2:27:55,1350 N LBJ Dr  # 1516 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004304 - 000,8/27/19,2:33:43,1201 Thorpe Ln  # 135 ,611 - Dispatched & cancelled en route,Yes,Yes
0004305 - 000,8/27/19,2:47:58,300 S Stagecoach Trl  # 3107 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004306 - 000,8/27/19,2:55:53,801 River Rd  # 269 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004308 - 000,8/27/19,3:32:27,300 S Stagecoach Trl  # 3107 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004310 - 000,8/27/19,6:42:28,109 Riviera St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004311 - 000,8/27/19,7:27:50,930 N IH 35 ,735 - Alarm system sounded due to malfunction,Yes,Yes
0004312 - 000,8/27/19,7:30:06,1424 N LBJ Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004314 - 000,8/27/19,8:10:20,120 Old Main Dr  # 157 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004315 - 000,8/27/19,8:17:31,16400 N Hwy 123 ,611 - Dispatched & cancelled en route,Yes,Yes
0004316 - 000,8/27/19,11:56:46,300 S Stagecoach Trl  # 3317 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004317 - 000,8/27/19,12:11:39,2005 Medical Pkwy  # A ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004318 - 000,8/27/19,14:01:16,1303 Uhland Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0004321 - 000,8/27/19,14:49:30,On Old Ranch Road 12  at Sarah St ,322 - Vehicle accident with injuries,Yes,Yes
0004322 - 000,8/27/19,15:32:32,320 Francis Harris Ln ,"142 - Brush, or brush and grass mixture fire",Yes,Yes
0004324 - 000,8/27/19,18:13:51,701 Bracewood Cir  # D ,381 - Rescue or EMS standby,Yes,Yes
0004325 - 000,8/27/19,19:22:30,1307 Uhland Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0004326 - 000,8/27/19,19:33:06,1015 Hwy 80 ,611 - Dispatched & cancelled en route,Yes,Yes
0004327 - 000,8/27/19,20:29:10,1201 Thorpe Ln  # 82 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004328 - 000,8/27/19,20:39:20,707 N Bishop St ,381 - Rescue or EMS standby,Yes,Yes
0004329 - 000,8/27/19,20:43:10,1307 Uhland Rd ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0004330 - 000,8/28/19,3:26:08,1401 Wonder World Dr  # 316 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004331 - 000,8/28/19,9:41:02,641 E Hopkins St  # Bldg 1 ,554 - Assist invalid,Yes,Yes
0004332 - 000,8/28/19,10:14:56,1631 Aquarena Springs Dr  # 601 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004333 - 000,8/28/19,11:13:42,204 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004334 - 000,8/28/19,13:33:02,704 E Hopkins St ,"600 - Good intent call, other",Yes,Yes
0004335 - 000,8/28/19,13:51:35,930 N IH 35 ,611 - Dispatched & cancelled en route,Yes,Yes
0004336 - 000,8/28/19,14:04:12,130 W Holland St ,671 - Hazmat release investigation w/ no hazmat,Yes,Yes
0004337 - 000,8/28/19,14:11:04,120 Old Main Dr  # RM 215 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004338 - 000,8/28/19,16:28:01,1108 E Access Rd ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004339 - 000,8/28/19,16:47:48,300 S Stagecoach Trl  # 3127 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004340 - 000,8/28/19,17:02:48,601 S C M Allen Pkwy ,323 - Motor vehicle/pedestrian accident (MV Ped),Yes,Yes
0004341 - 000,8/28/19,17:16:22,1900 Medical Pkwy ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004342 - 000,8/28/19,20:43:17,Old Ranch Road 12 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004343 - 000,8/28/19,23:57:54,700 Aquarena Springs Dr ,611 - Dispatched & cancelled en route,Yes,Yes
0004344 - 000,8/29/19,0:14:36,1980 Aquarena Springs Dr ,611 - Dispatched & cancelled en route,Yes,Yes
0004345 - 000,8/29/19,0:21:45,2005 Medical Pkwy  # B ,"744 - Detector activation, no fire - unintentional",Yes,Yes
0004346 - 000,8/29/19,0:58:05,102 Student Center Dr  # D117 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004347 - 000,8/29/19,3:44:57,1401 Wonder World Dr  # 18 ,554 - Assist invalid,Yes,Yes
0004348 - 000,8/29/19,8:04:00,524 Valley St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004349 - 000,8/29/19,8:39:58,625 Commercial Lp ,611 - Dispatched & cancelled en route,Yes,Yes
0004350 - 000,8/29/19,9:05:53,2601 Rattler Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0004352 - 000,8/29/19,9:34:57,1207 N IH 35 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004353 - 000,8/29/19,10:56:44,204 SB ,611 - Dispatched & cancelled en route,Yes,Yes
0004354 - 000,8/29/19,11:47:11,1340 Wonder World Dr  # BLDG 2 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004355 - 000,8/29/19,11:56:05,1917 Dutton Dr  # 200 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004356 - 000,8/29/19,12:26:59,1225 Hwy 123 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004357 - 000,8/29/19,12:52:19,827 W San Antonio St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004358 - 000,8/29/19,13:39:52,1900 Medical Pkwy ,611 - Dispatched & cancelled en route,Yes,Yes
0004359 - 000,8/29/19,13:55:22,1307 Uhland Rd ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0004360 - 000,8/29/19,14:53:57,627 N Lbj Dr  # 116 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004361 - 000,8/29/19,15:36:20,1804 Lancaster St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004363 - 000,8/29/19,16:44:20,1000 Hwy 123 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004364 - 000,8/29/19,17:55:18,N LBJ Dr ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004366 - 000,8/30/19,3:54:18,1804 Lancaster St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004367 - 000,8/30/19,9:11:50,204 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004368 - 000,8/30/19,11:23:17,900 Hwy 80 ,611 - Dispatched & cancelled en route,Yes,Yes
0004369 - 000,8/30/19,11:27:26,1128 Field St ,554 - Assist invalid,Yes,Yes
0004370 - 000,8/30/19,11:55:57,123 Sherwood Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004371 - 000,8/30/19,12:24:45,1301 Wonder World Dr ,"744 - Detector activation, no fire - unintentional",Yes,Yes
0004372 - 000,8/30/19,14:21:54,1005 Hwy 80 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004374 - 000,8/30/19,14:25:07,199 SB ,552 - Police matter,Yes,Yes
0004375 - 000,8/30/19,16:16:01,205 SB ,611 - Dispatched & cancelled en route,Yes,Yes
0004376 - 000,8/30/19,17:20:37,1606 N IH 35  # 2 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004377 - 000,8/30/19,18:20:47,202 Oak Ridge Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004378 - 000,8/30/19,18:49:10,1206 Barbara Dr ,611 - Dispatched & cancelled en route,Yes,Yes
0004381 - 000,8/30/19,19:48:17,On Hwy 80  at River Rd ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004382 - 000,8/30/19,21:09:26,313 Magnolia Dr ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0004383 - 000,8/30/19,21:16:41,On West Ave  at Aquarena Springs Dr,"463 - Vehicle accident, general cleanup",Yes,Yes
0004384 - 000,8/30/19,21:28:28,503 Uhland Rd  # 107 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004385 - 000,8/31/19,0:24:03,201 SB ,552 - Police matter,Yes,Yes
0004386 - 000,8/31/19,1:18:09,1901 N IH 35 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004387 - 000,8/31/19,2:13:13,110 E MLK Dr  # 126 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004388 - 000,8/31/19,3:05:40,117 E Hopkins St ,"550 - Public service assistance, other",Yes,Yes
0004389 - 000,8/31/19,6:05:31,W MLK Dr ,322 - Vehicle accident with injuries,Yes,Yes
0004390 - 000,8/31/19,10:57:19,310 N IH 35 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004391 - 000,8/31/19,11:32:56,301 N Edward Gary St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004392 - 000,8/31/19,13:53:54,4321 S IH 35 ,611 - Dispatched & cancelled en route,Yes,Yes
0004393 - 000,8/31/19,14:13:19,207 SB ,611 - Dispatched & cancelled en route,Yes,Yes
0004394 - 000,8/31/19,15:30:05,2005 Meadow View Dr ,622 - No incident found on arrival at dispatch address,Yes,Yes
0004395 - 000,8/31/19,16:54:25,1160 Thorpe Ln  # 101 ,622 - No incident found on arrival at dispatch address,Yes,Yes
0004396 - 000,8/31/19,17:15:00,116 Dolly St ,551 - Assist police or other governmental agency,Yes,Yes
0004397 - 000,8/31/19,19:10:08,300 S Stagecoach Trl  # ELV3 ,622 - No incident found on arrival at dispatch address,Yes,Yes
0004398 - 000,8/31/19,20:24:21,1401 E McCarty Ln  # DOOR 21S ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004399 - 000,8/31/19,20:27:23,205 SB ,"500 - Service Call, other",Yes,Yes
0004400 - 000,8/31/19,21:16:59,1900 Medical Pkwy  # 208A ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004401 - 000,8/31/19,22:14:30,1901 N IH 35 ,551 - Assist police or other governmental agency,Yes,Yes
0004402 - 000,8/31/19,23:28:40,Centerpoint Rd ,"160 - Special outside fire, other",Yes,Yes
0004403 - 000,9/1/19,1:53:02,Craddock Ave ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004405 - 000,9/1/19,2:14:55,1351 Sadler Dr  # RM512 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004406 - 000,9/1/19,7:22:27,Wilson St ,611 - Dispatched & cancelled en route,Yes,Yes
0004408 - 000,9/1/19,13:48:48,155 Wonder World Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004409 - 000,9/1/19,15:27:37,202 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004410 - 000,9/1/19,16:35:41,1301 Aquarena Springs Dr  # 16106 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0004411 - 000,9/1/19,16:43:50,1208 Stacy St  # 83 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004412 - 000,9/1/19,16:59:52,1000 E McCarty Ln ,611 - Dispatched & cancelled en route,Yes,Yes
0004413 - 000,9/1/19,18:27:23,600 Cape Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0004414 - 000,9/1/19,18:39:56,Old Ranch Road 12 ,322 - Vehicle accident with injuries,Yes,Yes
0004415 - 000,9/1/19,18:52:56,River Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0004416 - 000,9/1/19,19:02:50,105 Bintu Dr ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004417 - 000,9/1/19,19:57:57,1707 Aquarena Springs Dr  # 197 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004418 - 000,9/1/19,19:59:40,1506 S IH 35  # 5212 ,611 - Dispatched & cancelled en route,Yes,Yes
0004419 - 000,9/1/19,21:36:52,1015 Hwy 80 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004421 - 000,9/1/19,22:59:11,811 S Guadalupe St  # RM124 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004422 - 000,9/2/19,0:06:47,705 River Rd  # 2203 ,522 - Water or steam leak,Yes,Yes
0004424 - 000,9/2/19,0:47:59,Craddock Ave ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004425 - 000,9/2/19,1:35:51,River Rd ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004426 - 000,9/2/19,1:48:17,W Access Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0004427 - 000,9/2/19,2:53:20,105 Casita Cv ,733 - Smoke detector activation due to malfunction,Yes,Yes
0004428 - 000,9/2/19,2:57:25,101 W Woods St  # RM317 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004429 - 000,9/2/19,4:45:47,1701 Mill St  # 43102 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004430 - 000,9/2/19,5:20:32,200 SB ,611 - Dispatched & cancelled en route,Yes,Yes
0004431 - 000,9/2/19,6:19:28,2207 S IH 35 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0004432 - 000,9/2/19,6:41:53,3933 Hwy 21 ,611 - Dispatched & cancelled en route,Yes,Yes
0004433 - 000,9/2/19,9:33:02,711 Barbara Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004434 - 000,9/2/19,11:42:38,250 Charles Austin Dr ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0004435 - 000,9/2/19,12:24:50,Wonder World Dr ,611 - Dispatched & cancelled en route,Yes,Yes
0004436 - 000,9/2/19,12:43:47,1707 Autmn Chase Dr  # 171 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004437 - 000,9/2/19,13:51:27,647 Foxtail Run ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004438 - 000,9/2/19,13:52:32,705 River Rd  # BLDG1 ,611 - Dispatched & cancelled en route,Yes,Yes
0004439 - 000,9/2/19,14:14:48,4015 S IH 35  # 326 ,611 - Dispatched & cancelled en route,Yes,Yes
0004440 - 000,9/2/19,14:57:45,555 Cheatham St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004441 - 000,9/2/19,15:18:38,EXIT 201 NB ,611 - Dispatched & cancelled en route,Yes,Yes
0004442 - 000,9/2/19,16:49:44,2400 Old Ranch Road 12 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004443 - 000,9/2/19,17:02:35,19330 Hwy 80 ,"140 - Natural vegetation fire, other",Yes,Yes
0004444 - 000,9/2/19,18:14:42,3415 Hunter Rd  # 18 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004446 - 000,9/2/19,18:36:19,100 Lime Kiln Rd ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004447 - 000,9/2/19,20:02:24,E Access Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0004448 - 000,9/2/19,21:12:07,2913 Hunter Rd  # 822 ,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes
0004449 - 000,9/2/19,22:31:43,120 Bert Brown Rd ,"715 - Local alarm system, malicious false alarm",Yes,Yes
0004450 - 000,9/3/19,0:00:03,2600 Hunter Rd  # 5202 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004451 - 000,9/3/19,0:21:47,1560 S IH 35 ,"715 - Local alarm system, malicious false alarm",Yes,Yes
0004452 - 000,9/3/19,3:14:15,605 W Hutchison St ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0004454 - 000,9/3/19,10:22:23,311 Craddock Ave ,611 - Dispatched & cancelled en route,Yes,Yes
0004455 - 000,9/3/19,10:23:53,800 S Guadalupe St ,322 - Vehicle accident with injuries,Yes,Yes
0004456 - 000,9/3/19,11:22:25,101 Concho St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004457 - 000,9/3/19,12:28:22,317 Craddock Ave  # 1304 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004458 - 000,9/3/19,12:53:17,1015 Hwy 80 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004459 - 000,9/3/19,14:46:36,518 Linda Dr  # 280 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004460 - 000,9/3/19,15:56:39,E Hopkins St ,322 - Vehicle accident with injuries,Yes,Yes
0004461 - 000,9/3/19,16:27:47,1800 Post Rd  # 723 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004462 - 000,9/3/19,16:32:06,1350 Wonder World Dr  # 801 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004463 - 000,9/3/19,18:24:56,Wonder World Dr ,131 - Passenger vehicle fire,Yes,Yes
0004464 - 000,9/3/19,19:03:56,Cheatham St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004465 - 000,9/3/19,19:44:15,2601 Rattler Rd  # FOOTBALL ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004466 - 000,9/3/19,21:02:29,301 N Guadalupe St  # 194 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004467 - 000,9/3/19,21:11:26,2 Timbercrest ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004468 - 000,9/3/19,21:23:37,920 Hwy 80 ,511 - Lock-out,Yes,Yes
0004469 - 000,9/3/19,22:50:26,100 Carlson Cir ,553 - Public service,Yes,Yes
0004470 - 000,9/3/19,23:11:39,200 W Hopkins St ,424 - Carbon monoxide incident,Yes,Yes
0004473 - 000,9/4/19,2:47:39,1201 Thorpe Ln  # 82 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004474 - 000,9/4/19,4:56:22,501 N Edward Gary St  # LOBBY ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004475 - 000,9/4/19,6:28:10,209 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004476 - 000,9/4/19,10:16:04,2100 Airport Dr ,611 - Dispatched & cancelled en route,Yes,Yes
0004477 - 000,9/4/19,11:01:03,641 E Hopkins St  # Bldg 1 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004478 - 000,9/4/19,12:55:54,210 NB ,551 - Assist police or other governmental agency,Yes,Yes
0004480 - 000,9/4/19,13:05:19,600 Wonder World Dr ,611 - Dispatched & cancelled en route,Yes,Yes
0004481 - 000,9/4/19,13:35:27,202 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0004482 - 000,9/4/19,14:55:00,331 W Hopkins St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004483 - 000,9/4/19,15:20:17,117 E Hopkins St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004484 - 000,9/4/19,17:55:43,1113 N IH 35 ,622 - No incident found on arrival at dispatch address,Yes,Yes
0004485 - 000,9/4/19,22:06:13,2041 S IH 35 ,611 - Dispatched & cancelled en route,Yes,Yes
0004486 - 000,9/5/19,6:43:06,1701 Mill St ,622 - No incident found on arrival at dispatch address,Yes,Yes
0004487 - 000,9/5/19,7:07:47,1201 Thorpe Ln  # 82 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004488 - 000,9/5/19,7:46:37,504 Broadway St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004489 - 000,9/5/19,8:29:34,1701 N IH 35  # PLOT ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004490 - 000,9/5/19,12:44:01,1307 Uhland Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0004491 - 000,9/5/19,13:06:05,701 N Guadalupe St  # LOBBY ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004492 - 000,9/5/19,13:46:03,1506 S IH 35  # 4812 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004493 - 000,9/5/19,15:40:20,300 S Guadalupe St ,322 - Vehicle accident with injuries,Yes,Yes
0004494 - 000,9/5/19,16:16:44,On Lockwood Dr  at Del Sol Dr ,412 - Gas leak (natural gas or LPG),Yes,Yes
0004495 - 000,9/5/19,16:15:43,On W Wonder World Dr  at N Corpor ate,611 - Dispatched & cancelled en route,Yes,Yes
,Dr,, ,,,
0004497 - 000,9/5/19,17:37:22,402 Brazoria Trl ,611 - Dispatched & cancelled en route,Yes,Yes
0004498 - 000,9/5/19,17:42:07,3209 N IH 35  # PLOT ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004499 - 000,9/5/19,19:14:44,503 Uhland Rd  # 108 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004500 - 000,9/5/19,23:21:43,300 S Stagecoach Trl  # 1303 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0004501 - 000,9/6/19,0:11:59,1800 Post Rd  # OFFICE ,611 - Dispatched & cancelled en route,Yes,Yes
0004502 - 000,9/6/19,1:58:53,On Jackman St  at W San Antonio S t,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004503 - 000,9/6/19,2:44:19,409 N Edward Gary St  # RM306 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004504 - 000,9/6/19,5:10:25,1720 Old Ranch Road 12  # 101 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0004505 - 000,9/6/19,5:36:12,1720 Old Ranch Road 12 ,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes
