"","Incident_Nr","TimeReported","Activity","Disposition","Officer","Location"
"11769",200000025884,"5/17/2020  6:50:11 PM","Attempt to Locate","No Report","","N C M Allen Pkwy/E Hutchison St"
"11770",200000025886,"5/17/2020  7:02:48 PM","Fraud","Refer To COPR","Seals, Bradley","1909 Pecan St"
"11771",200000025887,"5/17/2020  7:08:03 PM","Civil Standby","No Report","Loring, Elizabeth","1635 Aquarena Springs Dr"
"11772",200000025888,"5/17/2020  7:11:11 PM","Welfare Concern","Arrest","Dehkordi, John","S LBJ Dr/E Grove St"
"11773",200000025893,"5/17/2020  7:46:26 PM","Accident - Hit and Run","No Report","","E Hopkins St/W Access Rd"
"11774",200000025894,"5/17/2020  7:52:46 PM","Disturbance - Noise","Unfounded","Tennant, Casey","Knox St/S Guadalupe St"
"11775",200000025900,"5/17/2020  8:21:36 PM","Disturbance - Verbal","No Report","Foster, Norman","109 Miles Dr"
"11776",200000025901,"5/17/2020  8:28:13 PM","Trespassing/Unwanted","No Report","Willdigg, Lucas","1482 River Rd"
"11777",200000025903,"5/17/2020  8:33:39 PM","Criminal Mischief","Refer To COPR","Collier, Greg","1111 Avalon Ave"
"11778",200000025904,"5/17/2020  8:37:22 PM","Burglary - Habitation","No Report","Anderson, Dillan","1415 Craddock Ave"
"11779",200000025905,"5/17/2020  8:42:16 PM","Burglary - Habitation","Arrest","Greenwood, Amy","121 BarBQ Way"
"11780",200000025906,"5/17/2020  8:51:46 PM","Burglary - Vehicle","Refer To COPR","Willdigg, Lucas","409 Shadowpoint"
"11781",200000025907,"5/17/2020  9:05:39 PM","Accident - Hit and Run","No Report","Contreras, Ysidro","105 Wonder World Dr"
"11782",200000025908,"5/17/2020  9:21:27 PM","Accident - Hit and Run","Report","Contreras, Ysidro","100blk S Endicott St"
"11783",200000025909,"5/17/2020  9:31:47 PM","Discharged Firearm","Report","Willdigg, Lucas","900 Bugg Ln"
"11784",200000025910,"5/17/2020  9:41:25 PM","Disturbance - Noise","No Report","Willdigg, Lucas","1980 Aquarena Springs Dr"
"11785",200000025911,"5/17/2020  9:47:11 PM","Suspicious Person","No Report","Bartsch, Brent","1800 Post Rd"
"11786",200000025914,"5/17/2020  10:14:34 PM","Suspicious Circumstances","No Report","Willdigg, Lucas","1012 Cheatham St"
"11787",200000025915,"5/17/2020  10:18:45 PM","Accident - Fleet","No Report","Williamson, Jamie","2300 S IH 35"
"11788",200000025916,"5/17/2020  10:25:41 PM","Investigation","No Report","Scott, Charles","200 Robbie Ln"
"11789",200000025917,"5/17/2020  10:26:22 PM","Welfare Concern","No Report","Greenwood, Amy","1637 Post Rd"
"11790",200000025918,"5/17/2020  10:34:23 PM","Suspicious Vehicle","No Report","Foster, Norman","700BLK Cheatham St"
"11791",200000025919,"5/17/2020  10:36:51 PM","Suspicious Vehicle","No Report","Willdigg, Lucas","335 Ellis St"
"11792",200000025921,"5/17/2020  10:45:02 PM","Theft","Report","Willdigg, Lucas","1015 Hwy 80"
"11793",200000025923,"5/17/2020  10:53:45 PM","Threat","No Report","Foster, Norman","1101 San Marcos Pkwy"
"11794",200000025924,"5/17/2020  10:55:56 PM","Disturbance - Verbal","No Report","Willdigg, Lucas","1004 Hwy 123"
"11795",200000025925,"5/17/2020  10:57:44 PM","Disturbance - Verbal","No Report","Willdigg, Lucas","419 Linda Dr"
"11796",200000025926,"5/17/2020  11:09:33 PM","Assault","Report","Wooten, Christopher","1650 River Rd"
"11797",200000025927,"5/17/2020  11:12:51 PM","Suspicious Circumstances","No Report","Greenwood, Amy","1501 Earle St"
"11798",200000025928,"5/17/2020  11:27:14 PM","Mental Health Invest","Report","Greenwood, Amy","1301 Wonder World Dr"
"11799",200000025934,"5/17/2020  11:50:36 PM","Flagged Down","No Report","Greenwood, Amy","1302 W Hopkins St"
"11800",200000025935,"5/17/2020  11:51:20 PM","Public Assist","No Report","Foster, Norman","1107 San Marcos Pkwy"
"11801",200000025936,"5/18/2020  12:07:40 AM","Disturbance - Noise","No Contact","Williamson, Jamie","1476 E McCarty Ln"
"11802",200000025937,"5/18/2020  12:39:51 AM","Suspicious Circumstances","No Report","Foster, Norman","310 N IH 35"
"11803",200000025938,"5/18/2020  12:41:01 AM","Investigation","No Report","Cormier, Jayson","1307 Uhland Rd"
"11804",200000025939,"5/18/2020  12:45:49 AM","Disturbance - Noise","Verbal Warning","Willdigg, Lucas","1000blk Barbara Dr"
"11805",200000025941,"5/18/2020  1:14:20 AM","Information","No Report","","2300 S IH 35"
"11806",200000025942,"5/18/2020  1:15:28 AM","Information","No Report","","2300 S IH 35"
"11807",200000025943,"5/18/2020  1:17:06 AM","Information","No Report","","2300 S IH 35"
"11808",200000025944,"5/18/2020  1:36:04 AM","Disturbance - Phys/Fight","Arrest","Willdigg, Lucas","518 Linda Dr"
"11809",200000025946,"5/18/2020  1:57:47 AM","Disturbance - Verbal","Cancelled","","1606 N IH 35"
"11810",200000025947,"5/18/2020  2:04:45 AM","Information","No Report","","2300 S IH 35"
"11811",200000025950,"5/18/2020  2:25:54 AM","Suspicious Vehicle","Arrest","Melendrez, Jacinto","1975 Aquarena Springs Dr"
"11812",200000025952,"5/18/2020  3:57:41 AM","Discharged Firearm","No Report","Greenwood, Amy","600blk Conway Dr"
"11813",200000025958,"5/18/2020  7:10:49 AM","Suspicious Circumstances","No Report","","1636 Post Rd"
"11814",200000025960,"5/18/2020  7:22:27 AM","Theft","No Report","Saavedra, Tim","1525 Aquarena Springs Dr"
"11815",200000025961,"5/18/2020  7:31:16 AM","Accident - Minor","Arrest","Nevarez, Phillip","E McCarty Ln/E Access Rd"
"11816",200000025963,"5/18/2020  8:00:12 AM","Welfare Concern","No Report","Taylor, Michael","204 W Mimosa Cir"
"11817",200000025964,"5/18/2020  8:05:32 AM","Accident - Minor","Report","Saavedra, Tim","1011 Uhland Rd"
"11818",200000025965,"5/18/2020  8:07:16 AM","Suspicious Vehicle","No Report","Harrison, Todd","Perkins St/Marlton St"
"11819",200000025969,"5/18/2020  8:25:48 AM","Suspicious Person","No Report","Sembera, Jeremy","100blk Azolar Dr"
"11820",200000025978,"5/18/2020  9:28:32 AM","Suspicious Person","Warning","Taylor, Michael","200 W Hopkins St"
"11821",200000025982,"5/18/2020  10:22:03 AM","Criminal Mischief","No Report","Sembera, Jeremy","505 Mary Ln"
"11822",200000025983,"5/18/2020  10:22:56 AM","Attempt to Locate","No Report","","206 NB"
"11823",200000025984,"5/18/2020  10:29:38 AM","Assist Animal Control","No Report","McGee, Miranda","107 Chaparral Rd"
"11824",200000025985,"5/18/2020  10:31:48 AM","Investigation","No Report","Nevarez, Phillip","2300 S IH 35"
"11825",200000025986,"5/18/2020  10:33:10 AM","Trespassing/Unwanted","No Report","Taylor, Michael","221 North St"
"11826",200000025989,"5/18/2020  10:50:07 AM","Trespassing/Unwanted","No Report","Anderson, Dillan","417 N Comanche St"
"11827",200000025990,"5/18/2020  10:57:52 AM","Public Assist","No Report","Drake, Denise","2300 S IH 35"
"11828",200000025991,"5/18/2020  11:03:53 AM","Attempt to Locate","No Report","","198 NB"
"11829",200000025994,"5/18/2020  11:23:22 AM","Theft","Refer To COPR","Taylor, Michael","641 E Hopkins St"
"11830",200000025996,"5/18/2020  11:33:21 AM","Welfare Concern","No Report","Slaughter, Dustin","1701 Mill St"
"11831",200000025999,"5/18/2020  11:56:34 AM","Assist Outside Agency","No Report","Sheridan, Grant","2300 S IH 35"
"11832",200000026000,"5/18/2020  11:56:52 AM","Disturbance - Verbal","Verbal Warning","Saavedra, Tim","1606 N IH 35"
"11833",200000026002,"5/18/2020  12:01:32 PM","Attempt to Locate","No Report","","Hwy 80/Hwy 21"
"11834",200000026003,"5/18/2020  12:03:20 PM","Trespassing/Unwanted","Warning","Nevarez, Phillip","1103 Hwy 80"
"11835",200000026006,"5/18/2020  12:17:07 PM","Suicidal Person","No Report","Taylor, Michael","1600blk N IH 35"
"11836",200000026007,"5/18/2020  12:17:21 PM","Suicidal Person","No Report","Sheridan, Grant","700blk River Rd"
"11837",200000026008,"5/18/2020  12:42:38 PM","Public Assist","No Contact","Harrison, Todd","1901 Dutton Dr"
"11838",200000026010,"5/18/2020  12:53:42 PM","Trespassing/Unwanted","No Report","Slaughter, Dustin","1031 Bandera St"
"11839",200000026011,"5/18/2020  1:03:13 PM","Alcohol Violation","No Report","Locke, Loy","801 W MLK Dr"
"11840",200000026013,"5/18/2020  1:17:38 PM","Viol City Ordinance","Verbal Warning","Mazon, Joshua","627 E Hopkins St"
"11841",200000026014,"5/18/2020  1:21:05 PM","Viol City Ordinance","Citation Issued","Locke, Loy","606 River Rd"
"11842",200000026016,"5/18/2020  1:26:29 PM","Criminal Mischief","No Report","Crum, Tyler","1410 N LBJ Dr"
"11843",200000026017,"5/18/2020  1:37:02 PM","Suspicious Vehicle","No Report","Slaughter, Dustin","Saddle Run Way/E Access Rd"
"11844",200000026019,"5/18/2020  2:10:01 PM","Supplement","No Report","Crum, Tyler","2300 S IH 35"
"11845",200000026020,"5/18/2020  2:12:36 PM","Disturbance - Verbal","No Report","Nevarez, Phillip","400 Linda Dr"
"11846",200000026021,"5/18/2020  2:17:24 PM","Viol City Ordinance","Verbal Warning","Mazon, Joshua","555 Cheatham St"
"11847",200000026022,"5/18/2020  2:28:03 PM","Investigation","Warning","Mazon, Joshua","600 Cape Rd"
"11848",200000026026,"5/18/2020  2:46:12 PM","Attempt to Locate","No Report","Harrison, Todd","2050 S IH 35"
"11849",200000026027,"5/18/2020  2:55:10 PM","Attempt to Locate","No Report","","210 SB"
"11850",200000026028,"5/18/2020  3:03:12 PM","Accident - Minor","Blue Form Issue","Taylor, Michael","W Access Rd/Jackson Ln"
"11851",200000026032,"5/18/2020  3:50:08 PM","Public Assist","No Report","Locke, Loy","555 Cheatham St"
"11852",200000026033,"5/18/2020  4:21:36 PM","Theft","Refer To COPR","Tureaud, Benjamin","4015 S IH 35"
"11853",200000026034,"5/18/2020  4:22:04 PM","Harassment","Ref Oth Agncy","Crum, Tyler","2300 S IH 35"
"11854",200000026035,"5/18/2020  4:23:31 PM","Viol City Ordinance","Citation Issued","Mazon, Joshua","600 Cape Rd"
"11855",200000026036,"5/18/2020  4:24:45 PM","Public Assist","Ignore","","618 Conway Dr"
"11856",200000026041,"5/18/2020  5:10:26 PM","Burglary - Habitation","Report","Tureaud, Benjamin","1020 Sagewood Trl"
"11857",200000026043,"5/18/2020  5:17:56 PM","Trespassing/Unwanted","No Report","Salazar, Linda","111 Teron Dr"
"11858",200000026044,"5/18/2020  5:22:45 PM","Viol City Ordinance","Verbal Warning","Mazon, Joshua","604 N IH 35"
"11859",200000026045,"5/18/2020  5:30:03 PM","Alcohol Violation","Verbal Warning","Locke, Loy","600 Cape Rd"
"11860",200000026046,"5/18/2020  5:32:45 PM","Attempt to Locate","No Contact","Osborne, Joseph","199 NB"
"11861",200000026047,"5/18/2020  5:33:35 PM","Viol City Ordinance","Verbal Warning","Mazon, Joshua","555 Cheatham St"
"11862",200000026050,"5/18/2020  5:56:17 PM","Suspicious Vehicle","No Report","Osborne, Joseph","2300 S IH 35"
"11863",200000026052,"5/18/2020  6:08:44 PM","Animal Call","No Report","Salazar, Linda","302 Comal St"
"11864",200000026054,"5/18/2020  6:26:55 PM","Welfare Concern","Citation Issued","Osborne, Joseph","105 Wonder World Dr"
"11865",200000026055,"5/18/2020  6:29:48 PM","Accident - Minor","No Report","Tureaud, Benjamin","1101 Leah Ave"
"11866",200000026057,"5/18/2020  7:04:08 PM","Suspicious Vehicle","No Report","Cope, John","627 E Hopkins St"
"11867",200000026058,"5/18/2020  7:05:00 PM","Viol City Ordinance","No Report","","627 E Hopkins St"
"11868",200000026059,"5/18/2020  7:07:01 PM","Accident - Unknown","No Contact","McGinty, Kevin","206 SB"
"11869",200000026061,"5/18/2020  7:12:58 PM","Accident - Unknown","Arrest","Tureaud, Benjamin","W Access Rd/Thermon St"
"11870",200000026062,"5/18/2020  7:16:24 PM","Missing Person","No Report","Tureaud, Benjamin","1107 San Marcos Pkwy"
"11871",200000026063,"5/18/2020  7:24:18 PM","Public Assist","No Report","Osborne, Joseph","4817 N Ih 35"
"11872",200000026066,"5/18/2020  8:05:11 PM","Suspicious Circumstances","No Report","Salazar, Linda","1111 Avalon Ave"
"11873",200000026067,"5/18/2020  8:08:39 PM","Sexual Assault - Child","Report","Cope, John","100blk Bert Brown Rd"
"11874",200000026068,"5/18/2020  8:24:49 PM","Public Assist","No Report","","1951 Hunter Rd"
"11875",200000026069,"5/18/2020  8:27:23 PM","Public Assist","No Report","","1350 Wonder World Dr"
"11876",200000026072,"5/18/2020  8:37:52 PM","Viol City Ordinance","Verbal Warning","Morenz, Darby","215 Mill St"
"11877",200000026074,"5/18/2020  8:43:53 PM","Viol City Ordinance","No Report","Alvarado, Manuel","310 Wonder World Dr"
"11878",200000026077,"5/18/2020  9:01:20 PM","Public Assist","No Report","Osborne, Joseph","2300 S IH 35"
"11879",200000026079,"5/18/2020  9:06:40 PM","Information","No Report","","2300 S IH 35"
"11880",200000026081,"5/18/2020  9:19:23 PM","Disturbance - Verbal","Arrest","Tureaud, Benjamin","503 Uhland Rd"
"11881",200000026083,"5/18/2020  9:44:17 PM","Disturbance - Phys/Fight","No Report","Salazar, Linda","800 Barnes Dr"
"11882",200000026085,"5/18/2020  9:59:46 PM","Disturbance - Verbal","No Report","Salazar, Linda","705 River Rd"
"11883",200000026088,"5/18/2020  10:12:46 PM","Theft","Arrest","Bennett, Caitlyn","209 N IH 35"
"11884",200000026089,"5/18/2020  10:13:21 PM","Wanted Person","No Report","","1913 Dutton Dr"
"11885",200000026092,"5/18/2020  10:27:18 PM","Flagged Down","Report","Salazar, Linda","934 N IH 35"
"11886",200000026094,"5/18/2020  10:36:50 PM","Suspicious Person","No Report","Morenz, Darby","204 Moore St"
"11887",200000026095,"5/18/2020  10:37:38 PM","Suspicious Vehicle","No Report","Hartman, Ryan","630 E Hopkins St"
"11888",200000026096,"5/18/2020  10:37:44 PM","Disturbance - Verbal","No Report","Salazar, Linda","650 River Rd"
"11889",200000026097,"5/18/2020  10:46:06 PM","Information","No Report","","2300 S IH 35"
"11890",200000026098,"5/18/2020  10:52:27 PM","Attempt to Locate","No Report","","1301 Wonder World Dr"
"11891",200000026103,"5/18/2020  11:07:16 PM","Suspicious Vehicle","No Report","Verver, Elias","1250 Wonder World Dr"
"11892",200000026104,"5/18/2020  11:09:16 PM","Disturbance - Noise","Verbal Warning","Alvarado, Manuel","1415 Craddock Ave"
"11893",200000026106,"5/18/2020  11:17:19 PM","Suspicious Person","No Report","Salazar, Linda","1015 Hwy 80"
"11894",200000026107,"5/18/2020  11:23:19 PM","Investigation","No Report","Gonzales, Gavin","1111 Avalon Ave"
"11895",200000026108,"5/18/2020  11:26:02 PM","Suspicious Vehicle","No Report","Osborne, Joseph","200blk Craddock Ave"
"11896",200000026111,"5/18/2020  11:36:52 PM","Suspicious Vehicle","No Report","Morenz, Darby","2951 Blanco Vista Blvd"
"11897",200000026113,"5/18/2020  11:45:18 PM","Suspicious Person","No Report","Gonzales, Gavin","200 W Hopkins St"
"11898",200000026116,"5/18/2020  11:48:42 PM","Discharged Firearm","Report","Salazar, Linda","801 W MLK Dr"
"11899",200000026118,"5/18/2020  11:53:04 PM","Attempt to Locate","No Report","","312 W Hopkins St"
"11900",200000026119,"5/18/2020  11:54:32 PM","Disturbance - Noise","Verbal Warning","Morenz, Darby","800 N LBJ Dr"
"11901",200000026120,"5/19/2020  12:01:43 AM","Welfare Concern","No Contact","Gonzales, Gavin","1100blk E River Ridge Pkwy"
"11902",200000026121,"5/19/2020  12:18:01 AM","Information","Cancelled","","2300 S IH 35"
"11903",200000026122,"5/19/2020  12:19:03 AM","Unsecured/Open Building","No Report","Gonzales, Gavin","1150 E River Ridge Pkwy"
"11904",200000026126,"5/19/2020  12:33:05 AM","Suspicious Vehicle","No Report","Bennett, Caitlyn","901 Hwy 80"
"11905",200000026128,"5/19/2020  12:47:11 AM","Suspicious Circumstances","No Report","Bennett, Caitlyn","417 N Comanche St"
"11906",200000026129,"5/19/2020  12:54:03 AM","Criminal Mischief","No Report","Pierce, Basil","801 River Rd"
"11907",200000026133,"5/19/2020  1:13:24 AM","Information","No Report","","2300 S IH 35"
"11908",200000026135,"5/19/2020  1:34:45 AM","Assist Outside Agency","No Report","Gonzales, Gavin","1606 N IH 35"
"11909",200000026139,"5/19/2020  2:05:32 AM","Suspicious Circumstances","No Report","Alvarado, Manuel","910 Sagewood Trl"
"11910",200000026141,"5/19/2020  2:20:53 AM","Disturbance - Noise","Citation Issued","Osborne, Joseph","112 Cedargrove"
"11911",200000026143,"5/19/2020  2:33:58 AM","Disturbance - Noise","Verbal Warning","Osborne, Joseph","120 Cedargrove"
"11912",200000026144,"5/19/2020  2:36:44 AM","Suspicious Circumstances","No Report","Morenz, Darby","650 River Rd"
"11913",200000026146,"5/19/2020  2:56:00 AM","Suspicious Person","No Report","Morenz, Darby","1180 Thorpe Ln"
"11914",200000026149,"5/19/2020  2:58:31 AM","Suspicious Vehicle","No Report","Morenz, Darby","1100blk Thorpe Ln"
"11915",200000026150,"5/19/2020  2:58:44 AM","Information","No Report","","2300 S IH 35"
"11916",200000026151,"5/19/2020  3:33:11 AM","Animal Call","No Report","","1539 Post Rd"
"11917",200000026152,"5/19/2020  3:36:12 AM","Suspicious Person","Citation Issued","Morenz, Darby","1805 Aquarena Springs Dr"
"11918",200000026153,"5/19/2020  3:42:50 AM","Suspicious Circumstances","No Report","Duckworth, Daniel","1101 Leah Ave"
"11919",200000026155,"5/19/2020  4:04:39 AM","Suspicious Vehicle","No Report","Alvarado, Manuel","1050 McKinley Place Dr"
"11920",200000026157,"5/19/2020  4:09:54 AM","Animal Call","No Report","Bennett, Caitlyn","1901 N IH 35"
"11921",200000026162,"5/19/2020  4:34:16 AM","Accident - Hit and Run","Citation Issued","Gonzales, Gavin","220 Durango St"
"11922",200000026165,"5/19/2020  5:08:27 AM","Suspicious Person","No Report","Alvarado, Manuel","Field St/Rio Vista St"
"11923",200000026166,"5/19/2020  6:49:37 AM","Welfare Concern","No Report","Taylor, Michael","206 SB"
"11924",200000026169,"5/19/2020  7:12:30 AM","Attempt to Locate","No Report","","2260 S IH 35"
"11925",200000026177,"5/19/2020  8:53:22 AM","Accident - Minor","Report","McGee, Miranda","2440 S IH 35"
"11926",200000026179,"5/19/2020  9:13:38 AM","Burglary - Vehicle","Refer To COPR","","1101 Leah Ave"
"11927",200000026182,"5/19/2020  9:28:52 AM","Trespassing/Unwanted","Arrest","Taylor, Michael","210 N Edward Gary St"
"11928",200000026183,"5/19/2020  9:51:08 AM","Public Assist","No Report","Huffman, Jade","627 E Hopkins St"
"11929",200000026184,"5/19/2020  10:03:00 AM","Assault - Aggravated","Arrest","McGee, Miranda","145 BarBQ Way"
"11930",200000026185,"5/19/2020  10:11:29 AM","Animal Call","No Report","Lopez, Bianca","2211 S IH 35"
"11931",200000026186,"5/19/2020  10:19:11 AM","Animal Call","No Report","Nevarez, Phillip","2211 S IH 35"
"11932",200000026188,"5/19/2020  10:46:12 AM","Investigation","No Report","Sembera, Jeremy","2300 S IH 35"
"11933",200000026192,"5/19/2020  11:13:20 AM","Public Assist","No Report","Balusek, Tracy","1300blk River Rd"
"11934",200000026193,"5/19/2020  11:23:24 AM","Burglary - Vehicle","Refer To COPR","","1101 Leah Ave"
"11935",200000026196,"5/19/2020  11:44:53 AM","Suicidal Person","No Report","Bender, Joyce","215 S Reimer Ave"
"11936",200000026197,"5/19/2020  11:44:56 AM","Investigation","No Report","Slaughter, Dustin","1301 Crystal River Pkwy"
"11937",200000026199,"5/19/2020  11:47:52 AM","Suicidal Person","Report","Taylor, Michael","800blk S Guadalupe St"
"11938",200000026200,"5/19/2020  11:56:17 AM","Public Assist","Ref Oth Agncy","Crum, Tyler","1044 Esplanade Pkwy"
"11939",200000026202,"5/19/2020  12:07:03 PM","Trespassing/Unwanted","No Report","Crum, Tyler","1333 Belvin St"
"11940",200000026203,"5/19/2020  12:07:27 PM","Theft","No Report","Taylor, Michael","440 Burleson St"
